path_signal,path_target
/root/train/highSNR/data/1.pkl,/root/train/highSNR/mask/1.png
/root/train/highSNR/data/2.pkl,/root/train/highSNR/mask/2.png
/root/train/highSNR/data/3.pkl,/root/train/highSNR/mask/3.png
/root/train/highSNR/data/4.pkl,/root/train/highSNR/mask/4.png
/root/train/highSNR/data/5.pkl,/root/train/highSNR/mask/5.png
/root/train/highSNR/data/6.pkl,/root/train/highSNR/mask/6.png
/root/train/highSNR/data/7.pkl,/root/train/highSNR/mask/7.png
/root/train/highSNR/data/8.pkl,/root/train/highSNR/mask/8.png
/root/train/highSNR/data/9.pkl,/root/train/highSNR/mask/9.png
/root/train/highSNR/data/10.pkl,/root/train/highSNR/mask/10.png
/root/train/highSNR/data/11.pkl,/root/train/highSNR/mask/11.png
/root/train/highSNR/data/12.pkl,/root/train/highSNR/mask/12.png
/root/train/highSNR/data/13.pkl,/root/train/highSNR/mask/13.png
/root/train/highSNR/data/14.pkl,/root/train/highSNR/mask/14.png
/root/train/highSNR/data/15.pkl,/root/train/highSNR/mask/15.png
/root/train/highSNR/data/16.pkl,/root/train/highSNR/mask/16.png
/root/train/highSNR/data/17.pkl,/root/train/highSNR/mask/17.png
/root/train/highSNR/data/18.pkl,/root/train/highSNR/mask/18.png
/root/train/highSNR/data/19.pkl,/root/train/highSNR/mask/19.png
/root/train/highSNR/data/20.pkl,/root/train/highSNR/mask/20.png
/root/train/highSNR/data/21.pkl,/root/train/highSNR/mask/21.png
/root/train/highSNR/data/22.pkl,/root/train/highSNR/mask/22.png
/root/train/highSNR/data/23.pkl,/root/train/highSNR/mask/23.png
/root/train/highSNR/data/24.pkl,/root/train/highSNR/mask/24.png
/root/train/highSNR/data/25.pkl,/root/train/highSNR/mask/25.png
/root/train/highSNR/data/26.pkl,/root/train/highSNR/mask/26.png
/root/train/highSNR/data/27.pkl,/root/train/highSNR/mask/27.png
/root/train/highSNR/data/28.pkl,/root/train/highSNR/mask/28.png
/root/train/highSNR/data/29.pkl,/root/train/highSNR/mask/29.png
/root/train/highSNR/data/30.pkl,/root/train/highSNR/mask/30.png
/root/train/highSNR/data/31.pkl,/root/train/highSNR/mask/31.png
/root/train/highSNR/data/32.pkl,/root/train/highSNR/mask/32.png
/root/train/highSNR/data/33.pkl,/root/train/highSNR/mask/33.png
/root/train/highSNR/data/34.pkl,/root/train/highSNR/mask/34.png
/root/train/highSNR/data/35.pkl,/root/train/highSNR/mask/35.png
/root/train/highSNR/data/36.pkl,/root/train/highSNR/mask/36.png
/root/train/highSNR/data/37.pkl,/root/train/highSNR/mask/37.png
/root/train/highSNR/data/38.pkl,/root/train/highSNR/mask/38.png
/root/train/highSNR/data/39.pkl,/root/train/highSNR/mask/39.png
/root/train/highSNR/data/40.pkl,/root/train/highSNR/mask/40.png
/root/train/highSNR/data/41.pkl,/root/train/highSNR/mask/41.png
/root/train/highSNR/data/42.pkl,/root/train/highSNR/mask/42.png
/root/train/highSNR/data/43.pkl,/root/train/highSNR/mask/43.png
/root/train/highSNR/data/44.pkl,/root/train/highSNR/mask/44.png
/root/train/highSNR/data/45.pkl,/root/train/highSNR/mask/45.png
/root/train/highSNR/data/46.pkl,/root/train/highSNR/mask/46.png
/root/train/highSNR/data/47.pkl,/root/train/highSNR/mask/47.png
/root/train/highSNR/data/48.pkl,/root/train/highSNR/mask/48.png
/root/train/highSNR/data/49.pkl,/root/train/highSNR/mask/49.png
/root/train/highSNR/data/50.pkl,/root/train/highSNR/mask/50.png
/root/train/highSNR/data/51.pkl,/root/train/highSNR/mask/51.png
/root/train/highSNR/data/52.pkl,/root/train/highSNR/mask/52.png
/root/train/highSNR/data/53.pkl,/root/train/highSNR/mask/53.png
/root/train/highSNR/data/54.pkl,/root/train/highSNR/mask/54.png
/root/train/highSNR/data/55.pkl,/root/train/highSNR/mask/55.png
/root/train/highSNR/data/56.pkl,/root/train/highSNR/mask/56.png
/root/train/highSNR/data/57.pkl,/root/train/highSNR/mask/57.png
/root/train/highSNR/data/58.pkl,/root/train/highSNR/mask/58.png
/root/train/highSNR/data/59.pkl,/root/train/highSNR/mask/59.png
/root/train/highSNR/data/60.pkl,/root/train/highSNR/mask/60.png
/root/train/highSNR/data/61.pkl,/root/train/highSNR/mask/61.png
/root/train/highSNR/data/62.pkl,/root/train/highSNR/mask/62.png
/root/train/highSNR/data/63.pkl,/root/train/highSNR/mask/63.png
/root/train/highSNR/data/64.pkl,/root/train/highSNR/mask/64.png
/root/train/highSNR/data/65.pkl,/root/train/highSNR/mask/65.png
/root/train/highSNR/data/66.pkl,/root/train/highSNR/mask/66.png
/root/train/highSNR/data/67.pkl,/root/train/highSNR/mask/67.png
/root/train/highSNR/data/69.pkl,/root/train/highSNR/mask/69.png
/root/train/highSNR/data/70.pkl,/root/train/highSNR/mask/70.png
/root/train/highSNR/data/71.pkl,/root/train/highSNR/mask/71.png
/root/train/highSNR/data/72.pkl,/root/train/highSNR/mask/72.png
/root/train/highSNR/data/73.pkl,/root/train/highSNR/mask/73.png
/root/train/highSNR/data/74.pkl,/root/train/highSNR/mask/74.png
/root/train/highSNR/data/75.pkl,/root/train/highSNR/mask/75.png
/root/train/highSNR/data/76.pkl,/root/train/highSNR/mask/76.png
/root/train/highSNR/data/77.pkl,/root/train/highSNR/mask/77.png
/root/train/highSNR/data/78.pkl,/root/train/highSNR/mask/78.png
/root/train/highSNR/data/79.pkl,/root/train/highSNR/mask/79.png
/root/train/highSNR/data/80.pkl,/root/train/highSNR/mask/80.png
