num_iter,loss_batch
1,10.357830047607422
2,8.229217529296875
3,8.573920249938965
4,9.034934997558594
5,6.562933444976807
6,4.922531604766846
7,15.122538566589355
8,4.850190162658691
9,3.366464376449585
10,2.9154891967773438
11,3.3190693855285645
12,2.8146936893463135
13,6.688013553619385
14,3.7552437782287598
15,1.6533539295196533
16,0.9965004324913025
17,3.11922025680542
18,1.0210201740264893
19,1.7077218294143677
20,2.1970057487487793
21,1.0554966926574707
22,3.7299931049346924
23,1.0904465913772583
24,2.0126848220825195
25,1.0281652212142944
26,4.769763946533203
27,1.4614399671554565
28,4.111173152923584
29,1.7350647449493408
30,1.9616490602493286
31,1.2284327745437622
32,1.0250600576400757
33,0.6120853424072266
34,1.3881430625915527
35,0.8023339509963989
36,0.9066097736358643
37,0.9915123581886292
38,0.5530894994735718
39,4.372497081756592
40,1.7287647724151611
41,1.2918320894241333
42,1.507592797279358
43,1.6348274946212769
44,0.9343559145927429
45,0.9268872737884521
46,0.8562253713607788
47,0.6054316759109497
48,0.7356501817703247
49,0.7673118114471436
50,2.926112651824951
51,0.9282212853431702
52,1.7334398031234741
53,4.685770034790039
54,1.5466121435165405
55,0.9212190508842468
56,1.427013874053955
57,1.2474168539047241
58,0.5279128551483154
59,2.493834972381592
60,1.0529801845550537
61,1.8131710290908813
62,1.4114842414855957
63,1.1132334470748901
64,1.5477086305618286
65,0.9307813048362732
66,0.8100009560585022
67,0.7251995801925659
68,0.5934727191925049
69,0.4558779299259186
70,0.507559061050415
71,0.9264411330223083
72,0.7706015110015869
73,1.4429152011871338
74,1.0637134313583374
75,0.842720627784729
76,0.4893018901348114
77,0.793615460395813
78,0.4054014980792999
79,0.6532006859779358
80,1.3553805351257324
81,0.8499317169189453
82,0.4986334443092346
83,0.4614168405532837
84,0.7513481974601746
85,0.5885447263717651
86,2.1511495113372803
87,1.4555039405822754
88,1.4443365335464478
89,1.0173125267028809
90,2.205955982208252
91,1.8146514892578125
92,2.9830119609832764
93,3.583580255508423
94,0.7182942628860474
95,0.4660172462463379
96,1.4923367500305176
97,0.39372774958610535
98,0.36144328117370605
99,1.8998063802719116
100,1.1731481552124023
101,1.1484458446502686
102,3.078191041946411
103,2.026886463165283
104,1.087532639503479
105,0.727816104888916
106,1.473576307296753
107,1.4304754734039307
108,1.5432089567184448
109,2.00205659866333
110,0.5907531976699829
111,0.8842588663101196
112,0.9485470056533813
113,1.5265812873840332
114,0.7652773857116699
115,0.5107495188713074
116,2.410320520401001
117,1.0116900205612183
118,0.843201220035553
119,1.8660506010055542
120,0.9584847688674927
121,0.9121873378753662
122,0.45894497632980347
123,1.1200435161590576
124,0.9344968795776367
125,1.4967447519302368
126,0.5100029706954956
127,0.4478546380996704
128,1.0700620412826538
129,0.5960511565208435
130,0.6808971762657166
131,0.8343539237976074
132,1.072015643119812
133,0.3566339313983917
134,0.3891492784023285
135,0.3436671793460846
136,0.4961566627025604
137,1.0483800172805786
138,2.0054142475128174
139,1.3426202535629272
140,2.1130313873291016
141,0.5090696811676025
142,4.325398921966553
143,0.9422609806060791
144,0.5606276392936707
145,2.368776798248291
146,1.0619311332702637
147,0.7513814568519592
148,0.510827898979187
149,1.6459643840789795
150,1.1139205694198608
151,0.7218840718269348
152,1.1000114679336548
153,0.6370736956596375
154,0.9152339696884155
155,0.9378002882003784
156,0.7588164806365967
157,0.6177839636802673
158,0.6125390529632568
159,2.051513433456421
160,0.7496680021286011
161,1.048416018486023
162,0.42376136779785156
163,0.7171583771705627
164,1.6605056524276733
165,0.460024356842041
166,1.242534875869751
167,0.44731131196022034
168,0.6061712503433228
169,0.41660037636756897
170,0.5559723973274231
171,0.43989595770835876
172,0.6992918848991394
173,0.4253528416156769
174,0.7584325075149536
175,1.8688615560531616
176,1.2739320993423462
177,1.4698429107666016
178,1.1063731908798218
179,1.93465256690979
180,0.93899005651474
181,0.793276846408844
182,0.5124529600143433
183,0.5548627972602844
184,2.1161680221557617
185,0.4227655827999115
186,1.5631400346755981
187,0.8311126232147217
188,6.992293357849121
189,1.3187199831008911
190,1.465185523033142
191,0.5451094508171082
